Assignment Week,Source ID,Canonical Source ID,Title,Provider,Resource Type,Original Role,Disposition,Primary Instructional Location,Relationship,Requirement,Inline,Exact Backlink,Additional Course Locations,After Resource Action,Reason
3,ietDecadeBoxes,ietDecadeBoxes,"Resistance, Capacitance, and Inductance Decade Boxes",IET Labs,Metrology manufacturer substitution-box reference,Required · R/C/L substitution and decade-box reference,RETAINED + INTEGRATED,"Week 03 → CETa Lesson → Signal generators, frequency counters, RCL substitution, and ESR meters",Used in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=ietDecadeBoxes,,"After using this reference, be able to locate, explain, or apply: Stay within voltage/current/power/frequency limits and record the substituted value that restores or changes circuit behavior.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,keysightBenchCvCc,keysightBenchCvCc,Bench Power Supply Basics — Constant Voltage and Constant Current Modes,Keysight Technologies,Manufacturer video lesson,Required · Focused manufacturer video,RETAINED + INTEGRATED,Week 03 → Career Lesson → Use the DMM and bench supply for slow or static evidence,Lab preparation for,required,YES,learn.html?week=3&stage=career-lesson&lesson=1&section=career-w03-use-the-dmm-and-bench-supply-for-slow-or-static-evidence&from=media&media=keysightBenchCvCc,Lab preparation for: Week 24 → Career Lesson → First power is a controlled experiment [learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-first-power-is-a-controlled-experiment&from=media&media=keysightBenchCvCc],"After watching, be able to explain or demonstrate: Explain why the supply changes mode and what that means about the load.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,keysightBenchPowerCourse,keysightBenchPowerCourse,Bench Power Supply Basics,Keysight Technologies,Manufacturer video course,Required · Bench-supply video course,RETAINED + INTEGRATED,Week 03 → CETa Lesson → A bench supply has two interacting limits,Demonstrated in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-2&from=media&media=keysightBenchPowerCourse,Lab preparation for: Week 01 → Career Lesson → Current limiting is a protective boundary and a diagnostic clue [learn.html?week=1&stage=career-lesson&lesson=1&section=career-w01-current-limiting-is-a-protective-boundary-and-a-diagnostic-clue&from=media&media=keysightBenchPowerCourse] | Lab preparation for: Week 23 → Career Lesson → Plan first power as a test case [learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-plan-first-power-as-a-test-case&from=media&media=keysightBenchPowerCourse],"After watching, be able to explain or demonstrate: Set voltage/current limit deliberately and predict whether the load should place the supply in CV or CC.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,keysightElectronicLoadBasics,keysightElectronicLoadBasics,Electronic Load Fundamentals,Keysight Technologies,Manufacturer test-instrument white paper and training foundation,Required · Electronic/dummy-load instruction,RETAINED + INTEGRATED,Week 03 → CETa Lesson → A bench supply has two interacting limits,Taught in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-2&from=media&media=keysightElectronicLoadBasics,,"After using this resource, be able to explain or apply: Check voltage/current/power limits and thermal capacity before connecting; distinguish a passive dummy load from an actively controlled electronic load.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,neetsTestEquipment,neetsTestEquipment,NEETS Module 16 — Introduction to Test Equipment,U.S. Navy Electricity and Electronics Training Series,Technician self-study test-equipment course,Required · Technician test-equipment breadth course,RETAINED + INTEGRATED,"Week 03 → CETa Lesson → Signal generators, frequency counters, RCL substitution, and ESR meters",Taught in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=neetsTestEquipment,Taught in: Week 11 → CETa Lesson → Logic pulser/probe digital signal tracing and fault isolation [learn.html?week=11&stage=ceta-lesson&lesson=0&section=concept-7&from=media&media=neetsTestEquipment],"After using this resource, be able to explain or apply: For every instrument, state what quantity it measures/generates, how it connects, what can damage it or the DUT, and what conclusion a reading can support.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,rsSpectrumBasics,rsSpectrumBasics,Understanding Basic Spectrum Analyzer Operation,Rohde & Schwarz,Test-equipment manufacturer video,Required · Modern spectrum-analyzer reinforcement,RETAINED + INTEGRATED,Week 03 → CETa Lesson → Oscilloscope controls and spectrum analyzer operation,Demonstrated in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-7&from=media&media=rsSpectrumBasics,Demonstrated in: Week 20 → Career Lesson → A spectrum analyzer shows signal energy versus frequency [learn.html?week=20&stage=career-lesson&lesson=1&section=career-w20-a-spectrum-analyzer-shows-signal-energy-versus-frequency&from=media&media=rsSpectrumBasics],"After watching, be able to explain or demonstrate: Choose a safe input level and explain what frequency-domain evidence adds beyond a time-domain oscilloscope view.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,stacoVariableTransformer,stacoVariableTransformer,StacoVT Variable Transformer — Variable AC Voltage Control,Staco Energy Products,Variable-transformer manufacturer technical reference,Required · Variac/variable-transformer concept,RETAINED + INTEGRATED,"Week 03 → CETa Lesson → Dummy loads, rheostats, isolation transformers, Variacs, and potentiometers",Used in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-8&from=media&media=stacoVariableTransformer,,"After using this reference, be able to locate, explain, or apply: A variable transformer controls voltage; do not assume it provides isolation unless the specific model is explicitly isolated. Identify the isolation function separately before any service procedure.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,tekScopeSetup,tekScopeSetup,How to Use an Oscilloscope and Probe — Step-by-Step Tutorial,Tektronix,Manufacturer oscilloscope primer,Required · Manufacturer tutorial,RETAINED + INTEGRATED,"Week 03 → Career Lesson → Reference, grounding, loading, and bandwidth can change the result",Taught in,required,YES,learn.html?week=3&stage=career-lesson&lesson=1&section=career-w03-reference-grounding-loading-and-bandwidth-can-change-the-result&from=media&media=tekScopeSetup,Taught in: Week 29 → CETa Lesson → Measurement setup is part of workmanship verification [learn.html?week=29&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=tekScopeSetup],"After using this resource, be able to explain or apply: Treat probe ground as an electrical connection; verify attenuation/compensation and preserve settings.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,tekScopeWebinar,tekScopeWebinar,How to Get the Most Out of Your Oscilloscope,Tektronix,Manufacturer video webinar,Required · Oscilloscope video instruction,RETAINED + INTEGRATED,Week 03 → CETa Lesson → An oscilloscope is a voltage-versus-time instrument,Demonstrated in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-3&from=media&media=tekScopeWebinar,,"After watching, be able to explain or demonstrate: Set volts/div, time/div, coupling/reference and trigger from an expected signal instead of relying on Autoset.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,tekSignalGenerator,tekSignalGenerator,What Is a Signal Generator?,Tektronix,Test-equipment manufacturer instructional primer,Required · Modern signal-generator instruction,RETAINED + INTEGRATED,"Week 03 → CETa Lesson → Signal generators, frequency counters, RCL substitution, and ESR meters",Taught in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=tekSignalGenerator,"Taught in: Week 02 → CETa Lesson → Sources, AC measures, duty cycle, pulse width, Ohm’s law, and power [learn.html?week=2&stage=ceta-lesson&lesson=0&section=concept-8&from=media&media=tekPulseDutyCycle]","After using this resource, be able to explain or apply: Predict the intended DUT stimulus first and account for generator/source impedance and termination when comparing setpoint to measured amplitude.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
4,aacBinaryConversion,aacBinaryConversion,"Binary Conversion — Binary, Decimal, and Hexadecimal",North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Number-system teaching,REMOVED FROM TEACHING MEDIA,,,,,,,,Duplicate/misplaced Week 4 assignment. Binary conversion is actually taught and retained in Week 11.
4,aacBooleanPostulates,aacBooleanPostulates,Boolean Algebra — Postulates and Simplification,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Boolean-algebra foundation,REMOVED FROM TEACHING MEDIA,,,,,,,,Duplicate/misplaced Week 4 assignment. Boolean algebra is actually taught and retained in Week 11.
4,aacCapIndModern,aacCapIndModern,Capacitors and Capacitance vs. Inductors and Inductance,All About Circuits,Engineering video tutorial with transcript,Required · Teaching tutorial,RETAINED + INTEGRATED,Week 04 → CETa Lesson → Capacitors oppose instantaneous voltage change,Taught in,required,YES,learn.html?week=4&stage=ceta-lesson&lesson=0&section=concept-2&from=media&media=aacCapIndModern,,"After watching, be able to explain or demonstrate: State the continuity rule correctly: ideal capacitor voltage and ideal inductor current cannot change instantaneously.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
4,aacDecibels,aacDecibels,Decibels — Amplifier Basics,North Seattle Community College / All About Circuits,College video lecture with worked dB calculations,Required · Decibel calculation teaching,RETAINED + INTEGRATED,Week 04 → CETa Lesson → Decibels and graphs as engineering representations,Used in,required,YES,learn.html?week=4&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=aacDecibels,Taught in: Week 10 → CETa Lesson → Gain is an input-to-output ratio with conditions [learn.html?week=10&stage=ceta-lesson&lesson=0&section=concept-1&from=media&media=aacDecibels],"After watching, be able to explain or demonstrate: Use 20 log10 for voltage/current ratios under the stated impedance assumptions and 10 log10 for power ratios; preserve sign for gain versus loss.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
