Assignment Week,Source ID,Canonical Source ID,Title,Provider,Resource Type,Original Role,Disposition,Instructional Week,Lesson,Section ID,Section Label,Relationship,Requirement,Inline,Exact Backlink,Context Framing,Post-Resource Action,Duplicate Status,Final Audit Result,Reason
3,keysightBenchCvCc,keysightBenchCvCc,Bench Power Supply Basics — Constant Voltage and Constant Current Modes,Keysight Technologies,Manufacturer video lesson,Required · Focused manufacturer video,RETAINED + INTEGRATED,3,Career,career-w03-use-the-dmm-and-bench-supply-for-slow-or-static-evidence,Use the DMM and bench supply for slow or static evidence,Lab preparation for,required,YES,learn.html?week=3&stage=career-lesson&lesson=1&section=career-w03-use-the-dmm-and-bench-supply-for-slow-or-static-evidence&from=media&mediaWeek=3&media=keysightBenchCvCc,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Explain why the supply changes mode and what that means about the load.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,keysightBenchPowerCourse,keysightBenchPowerCourse,Bench Power Supply Basics,Keysight Technologies,Manufacturer video course,Required · Bench-supply video course,RETAINED + INTEGRATED,3,CETa,concept-2,A bench supply has two interacting limits,Demonstrated in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-2&from=media&mediaWeek=3&media=keysightBenchPowerCourse,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Set voltage/current limit deliberately and predict whether the load should place the supply in CV or CC.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,keysightElectronicLoadBasics,keysightElectronicLoadBasics,Electronic Load Fundamentals,Keysight Technologies,Manufacturer test-instrument white paper and training foundation,Required · Electronic/dummy-load instruction,RETAINED + INTEGRATED,3,CETa,concept-2,A bench supply has two interacting limits,Taught in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-2&from=media&mediaWeek=3&media=keysightElectronicLoadBasics,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Check voltage/current/power limits and thermal capacity before connecting; distinguish a passive dummy load from an actively controlled electronic load.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,neetsTestEquipment,neetsTestEquipment,NEETS Module 16 — Introduction to Test Equipment,U.S. Navy Electricity and Electronics Training Series,Technician self-study test-equipment course,Required · Technician test-equipment breadth course,RETAINED + INTEGRATED,3,CETa,concept-5,"Signal generators, frequency counters, RCL substitution, and ESR meters",Taught in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=3&media=neetsTestEquipment,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: For every instrument, state what quantity it measures/generates, how it connects, what can damage it or the DUT, and what conclusion a reading can support.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,rsSpectrumBasics,rsSpectrumBasics,Understanding Basic Spectrum Analyzer Operation,Rohde & Schwarz,Test-equipment manufacturer video,Required · Modern spectrum-analyzer reinforcement,RETAINED + INTEGRATED,3,CETa,concept-7,Oscilloscope controls and spectrum analyzer operation,Demonstrated in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=3&media=rsSpectrumBasics,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Choose a safe input level and explain what frequency-domain evidence adds beyond a time-domain oscilloscope view.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,stacoVariableTransformer,stacoVariableTransformer,StacoVT Variable Transformer — Variable AC Voltage Control,Staco Energy Products,Variable-transformer manufacturer technical reference,Required · Variac/variable-transformer concept,RETAINED + INTEGRATED,3,CETa,concept-8,"Dummy loads, rheostats, isolation transformers, Variacs, and potentiometers",Used in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-8&from=media&mediaWeek=3&media=stacoVariableTransformer,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: A variable transformer controls voltage; do not assume it provides isolation unless the specific model is explicitly isolated. Identify the isolation function separately before any service procedure.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,tekScopeSetup,tekScopeSetup,How to Use an Oscilloscope and Probe — Step-by-Step Tutorial,Tektronix,Manufacturer oscilloscope primer,Required · Manufacturer tutorial,RETAINED + INTEGRATED,3,Career,career-w03-reference-grounding-loading-and-bandwidth-can-change-the-result,"Reference, grounding, loading, and bandwidth can change the result",Taught in,required,YES,learn.html?week=3&stage=career-lesson&lesson=1&section=career-w03-reference-grounding-loading-and-bandwidth-can-change-the-result&from=media&mediaWeek=3&media=tekScopeSetup,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Treat probe ground as an electrical connection; verify attenuation/compensation and preserve settings.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,tekScopeWebinar,tekScopeWebinar,How to Get the Most Out of Your Oscilloscope,Tektronix,Manufacturer video webinar,Required · Oscilloscope video instruction,RETAINED + INTEGRATED,3,CETa,concept-3,An oscilloscope is a voltage-versus-time instrument,Demonstrated in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=3&media=tekScopeWebinar,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Set volts/div, time/div, coupling/reference and trigger from an expected signal instead of relying on Autoset.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
3,tekSignalGenerator,tekSignalGenerator,What Is a Signal Generator?,Tektronix,Test-equipment manufacturer instructional primer,Required · Modern signal-generator instruction,RETAINED + INTEGRATED,3,CETa,concept-5,"Signal generators, frequency counters, RCL substitution, and ESR meters",Taught in,required,YES,learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=3&media=tekSignalGenerator,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Predict the intended DUT stimulus first and account for generator/source impedance and termination when comparing setpoint to measured amplitude.",Canonical member of duplicate URL family,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
4,aacBinaryConversion,aacBinaryConversion,"Binary Conversion — Binary, Decimal, and Hexadecimal",North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Number-system teaching,REMOVED MISPLACED DUPLICATE,,,,,,,,,,,,PASS,Duplicate/misplaced Week 4 assignment. Binary conversion is actually taught and retained in Week 11.
4,aacBooleanPostulates,aacBooleanPostulates,Boolean Algebra — Postulates and Simplification,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Boolean-algebra foundation,REMOVED MISPLACED DUPLICATE,,,,,,,,,,,,PASS,Duplicate/misplaced Week 4 assignment. Boolean algebra is actually taught and retained in Week 11.
4,aacCapIndModern,aacCapIndModern,Capacitors and Capacitance vs. Inductors and Inductance,All About Circuits,Engineering video tutorial with transcript,Required · Teaching tutorial,RETAINED + INTEGRATED,4,CETa,concept-2,Capacitors oppose instantaneous voltage change,Taught in,required,YES,learn.html?week=4&stage=ceta-lesson&lesson=0&section=concept-2&from=media&mediaWeek=4&media=aacCapIndModern,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: State the continuity rule correctly: ideal capacitor voltage and ideal inductor current cannot change instantaneously.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
4,aacDecibels,aacDecibels,Decibels — Amplifier Basics,North Seattle Community College / All About Circuits,College video lecture with worked dB calculations,Required · Decibel calculation teaching,RETAINED + INTEGRATED,4,CETa,concept-6,Decibels and graphs as engineering representations,Used in,required,YES,learn.html?week=4&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=4&media=aacDecibels,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Use 20 log10 for voltage/current ratios under the stated impedance assumptions and 10 log10 for power ratios; preserve sign for gain versus loss.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
4,aacRcRl,aacRcRl,RC and RL Circuits,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Teaching lecture,RETAINED + INTEGRATED,4,CETa,concept-3,Inductors oppose instantaneous current change,Used in,required,YES,learn.html?week=4&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=4&media=aacRcRl,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Draw/interpret phase relationships; do not add out-of-phase magnitudes as ordinary scalars.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
4,aacRcTime1,aacRcTime1,RC Time Constants — Part 1: Pulse Circuit Response,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Teaching lecture,RETAINED + INTEGRATED,4,CETa,concept-7,Capacitors oppose instantaneous voltage change,Demonstrated in,required,YES,learn.html?week=4&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=4&media=aacRcTime1,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Predict one-tau ~63%, current decay, discharge polarity and ~five-tau settling.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
